feature_0,feature_1,feature_2,feature_3,feature_4,target
-0.9145997421900871,2.170278360336188,-0.46024072793293364,-2.5766107979805026,-0.5114126251216335,-2.5673872666009867
0.036121571247947265,2.0426054236260676,-6.686186251830719,0.4527913464134922,-1.0555265422100557,-0.4782153843553324
1.4719132319518184,-1.840323683454683,-3.0090948619759104,2.789292456982963,-0.4566220674823793,1.3982152595424884
-0.4742309578942332,5.393666562820561,-2.315861920801544,-2.2755287163155846,-3.5235342072225615,-1.2742807173033215
-1.169226027911886,-0.5610466458930865,3.6786069932213707,-0.9751904111138707,-1.5004562726843758,-2.196341192039052
-1.4469841743144463,2.315110242171309,1.3419241733015244,-3.299064084366203,-2.3236473888125637,-0.620242453659414
1.4330404893260114,-0.47447730111247677,-3.884994086757321,0.473936421528423,0.9854206010725469,0.1176315197306393
0.8070024109773382,0.8255172388485359,1.3286943037686714,-2.7025397149892236,1.2148157918997133,0.7294997048049386
-0.4705141252782373,-1.6165966429375,-0.10667410753747818,1.7028566231959832,-0.698999068652222,-0.9420120533151297
-0.01690815837192659,2.648295231089913,1.569517368362451,-3.9669575335171796,1.0796396895051246,0.28788522370225533
0.9916826289086584,2.6665609181316148,-3.834840797466634,-1.7328557809817386,0.3323646986477289,0.18995743729383308
-0.03792394912728406,0.6359379410370601,-4.828723165159886,-0.1538988521434604,-0.7530768984394808,-0.8809897271754586
0.8342390511814938,-0.6664154443553766,2.003856476380474,-0.9016457654531432,2.442664023457224,0.6553543682607227
-1.5264625540592662,-1.654435012207947,2.394796716444088,0.26427132402593606,-0.9915023117938278,0.3140054479443035
-0.20885390933828413,1.5517375609105621,-2.7834405665176014,0.8957768863013771,-1.5029842681325707,-0.7632027148250483
0.6874176767289208,-2.355818086436171,-5.428676375639482,4.809633137077101,0.09504986500120309,0.5601565651491447
1.6252814868605072,-1.3779809595546544,1.8150787238078685,-0.47096593911484963,2.4755717785739364,1.1113608870284453
